Full, log(Age), M,log(Teff),Mbol, Mv,(U-B)o,(B-V)o,(V-R)o,(V-I)o,(V-J)o
8.900,3585,2.2221,3.688,0.72,1.04,0.72,1.01,0.54,1.01,1.67,
8.900,3586,2.2231,3.684,0.56,0.90,0.76,1.03,0.54,1.03,1.70,
8.900,3587,2.2241,3.680,0.39,0.75,0.80,1.05,0.55,1.04,1.73,
8.900,3588,2.2251,3.676,0.22,0.60,0.85,1.07,0.56,1.06,1.77,
8.900,3589,2.2261,3.672,0.05,0.45,0.88,1.09,0.57,1.08,1.80,
8.900,3590,2.2271,3.668,-0.12,0.31,0.93,1.11,0.59,1.10,1.84,
8.900,3591,2.2281,3.664,-0.31,0.15,0.98,1.13,0.60,1.13,1.88,
8.900,3592,2.2289,3.659,-0.47,0.02,1.02,1.16,0.61,1.15,1.92,
8.900,3593,2.2297,3.654,-0.63,-0.11,1.08,1.18,0.62,1.17,1.97,
8.900,3594,2.2305,3.649,-0.80,-0.25,1.14,1.21,0.64,1.20,2.02,
8.900,3595,2.2313,3.645,-0.97,-0.38,1.19,1.24,0.65,1.22,2.07,
8.900,3596,2.2321,3.639,-1.14,-0.51,1.26,1.27,0.67,1.26,2.12,
8.900,3597,2.2333,3.634,-1.29,-0.62,1.32,1.29,0.69,1.29,2.17,
8.900,3598,2.2338,3.639,-1.13,-0.50,1.25,1.27,0.67,1.26,2.12,
8.900,3599,2.2340,3.651,-0.73,-0.19,1.11,1.20,0.63,1.18,2.00,
8.900,3600,2.2341,3.662,-0.41,0.06,1.00,1.15,0.60,1.13,1.90,
8.900,3601,2.2342,3.666,-0.25,0.20,0.95,1.12,0.59,1.12,1.86,
8.900,3602,2.2344,3.671,-0.04,0.37,0.90,1.10,0.58,1.09,1.81,
8.900,3603,2.2347,3.676,0.14,0.52,0.85,1.07,0.56,1.07,1.77,
8.900,3604,2.2352,3.681,0.32,0.67,0.80,1.05,0.55,1.04,1.73,
8.900,3605,2.2362,3.685,0.49,0.82,0.75,1.02,0.54,1.02,1.69,
8.900,3606,2.2384,3.690,0.66,0.96,0.71,1.00,0.53,1.00,1.65,
8.900,3607,2.2401,3.693,0.74,1.03,0.68,0.99,0.52,0.99,1.63,
8.900,3608,2.2901,3.693,0.59,0.88,0.69,0.99,0.52,0.99,1.63,
8.900,3609,2.3401,3.692,0.42,0.71,0.69,0.99,0.52,0.99,1.63,
8.900,3610,2.3901,3.692,0.23,0.53,0.70,1.00,0.53,0.99,1.64,
8.900,3611,2.4251,3.690,0.08,0.38,0.72,1.01,0.53,1.00,1.65,
8.900,3612,2.4551,3.686,-0.11,0.22,0.77,1.03,0.54,1.02,1.69,
8.900,3613,2.4751,3.678,-0.36,0.00,0.85,1.07,0.56,1.05,1.75,
8.900,3614,2.4797,3.646,-1.34,-0.77,1.20,1.24,0.64,1.21,2.05,
8.900,3615,2.4800,3.652,-1.14,-0.61,1.12,1.20,0.62,1.18,1.99,
8.900,3616,2.4850,3.647,-1.32,-0.75,1.19,1.23,0.64,1.21,2.04,
8.900,3617,2.4860,3.642,-1.48,-0.87,1.25,1.26,0.66,1.24,2.09,
8.900,3618,2.4868,3.635,-1.66,-1.00,1.33,1.30,0.68,1.28,2.16,
8.900,3619,2.4874,3.630,-1.84,-1.13,1.41,1.33,0.70,1.31,2.21,
8.900,3620,2.4879,3.625,-2.02,-1.26,1.48,1.36,0.71,1.35,2.27,
8.900,3621,2.4883,3.618,-2.21,-1.39,1.56,1.40,0.74,1.39,2.35,
8.900,3622,2.4886,3.611,-2.40,-1.50,1.64,1.45,0.77,1.44,2.44,
8.900,3623,2.4888,3.605,-2.57,-1.62,1.70,1.48,0.79,1.48,2.51,
8.900,3624,2.4890,3.598,-2.78,-1.76,1.75,1.51,0.81,1.54,2.59,
8.900,3625,2.4892,3.588,-3.01,-1.88,1.78,1.53,0.85,1.65,2.71,
8.900,3626,2.4894,3.578,-3.25,-2.03,1.81,1.55,0.88,1.75,2.83,
8.900,3627,2.4896,3.569,-3.46,-2.08,1.82,1.57,0.92,1.90,3.00,
8.900,3628,2.4898,3.558,-3.65,-2.03,1.81,1.58,0.99,2.11,3.26,
8.900,3629,2.4900,3.551,-3.82,-2.03,1.81,1.58,1.03,2.25,3.43,
8.900,3630,2.4900,3.542,-3.98,-1.96,1.78,1.59,1.09,2.44,3.68,
8.900,3631,2.4903,3.532,-4.19,-1.76,1.67,1.60,1.18,2.67,4.12,
8.900,3632,2.4906,3.522,-4.40,-1.57,1.56,1.60,1.26,2.91,4.56,
8.900,3633,2.4909,3.512,-4.61,-1.38,1.45,1.61,1.35,3.15,5.00,
8.900,3634,2.4912,3.502,-4.82,-1.35,1.43,1.61,1.37,3.31,5.27,
8.900,3635,2.4915,3.491,-5.03,-1.32,1.41,1.61,1.40,3.48,5.54,
8.900,3636,2.4918,3.480,-5.24,-1.29,1.39,1.62,1.42,3.65,5.81,
8.900,3637,2.4921,3.469,-5.45,-1.25,1.37,1.62,1.45,3.82,6.09,
8.900,3638,2.4924,3.457,-5.66,-1.17,1.35,1.62,1.47,4.02,6.42,
8.900,3639,2.4926,3.448,-5.78,-1.09,1.33,1.62,1.49,4.16,6.65,
8.900,3640,0.7899,3.701,-5.63,-5.39,0.98,1.10,0.53,1.00,1.58,
8.900,3641,0.7899,3.970,-5.63,-5.49,-0.17,-0.05,0.01,0.02,0.00,
8.900,3642,0.7899,4.285,-5.63,-3.85,-0.90,-0.20,-0.08,-0.19,-0.48,
8.900,3643,0.7899,4.516,-5.63,-2.56,-1.09,-0.29,-0.13,-0.31,-0.72,
8.900,3644,0.7899,4.777,-5.62,-0.75,-1.17,-0.33,-0.15,-0.35,-0.79,
8.900,3645,0.7899,4.962,-5.61,0.56,-1.20,-0.36,-0.17,-0.38,-0.85,
8.900,3646,0.7899,5.075,-5.59,1.34,-1.20,-0.37,-0.17,-0.40,-0.87,
8.900,3647,0.7899,5.180,-5.55,2.09,-1.21,-0.38,-0.17,-0.40,-0.88,
8.900,3648,0.7899,5.272,-5.48,2.77,-1.22,-0.38,-0.17,-0.41,-0.89,
8.900,3649,0.7899,5.356,-5.20,3.62,-1.22,-0.38,-0.18,-0.42,-0.90,
8.900,3650,0.7899,5.399,-4.51,4.59,-1.22,-0.39,-0.18,-0.42,-0.91,
8.900,3651,0.7899,5.399,-4.51,4.59,-1.22,-0.39,-0.18,-0.42,-0.91,
8.900,3652,0.7899,5.389,-4.32,4.72,-1.22,-0.39,-0.18,-0.42,-0.91,
8.900,3653,0.7899,5.378,-4.12,4.84,-1.22,-0.38,-0.18,-0.42,-0.90,
8.900,3654,0.7899,5.367,-3.93,4.97,-1.22,-0.38,-0.18,-0.42,-0.90,
8.900,3655,0.7899,5.357,-3.73,5.09,-1.22,-0.38,-0.18,-0.42,-0.90,
8.900,3656,0.7899,5.346,-3.54,5.22,-1.22,-0.38,-0.18,-0.42,-0.90,
8.900,3657,0.7899,5.336,-3.34,5.34,-1.22,-0.38,-0.18,-0.42,-0.90,
8.900,3658,0.7899,5.325,-3.14,5.47,-1.22,-0.38,-0.18,-0.42,-0.90,
8.900,3659,0.7899,5.314,-2.95,5.59,-1.22,-0.38,-0.18,-0.41,-0.90,
8.900,3660,0.7899,5.305,-2.78,5.70,-1.22,-0.38,-0.18,-0.41,-0.90,
8.900,3661,0.7899,5.296,-2.61,5.80,-1.22,-0.38,-0.18,-0.41,-0.89,
8.900,3662,0.7899,5.286,-2.45,5.90,-1.22,-0.38,-0.18,-0.41,-0.89,
8.900,3663,0.7899,5.274,-2.28,5.99,-1.22,-0.38,-0.17,-0.41,-0.89,
8.900,3664,0.7899,5.261,-2.11,6.07,-1.22,-0.38,-0.17,-0.41,-0.89,
8.900,3665,0.7899,5.248,-1.94,6.15,-1.22,-0.38,-0.17,-0.41,-0.89,
8.900,3666,0.7899,5.238,-1.79,6.23,-1.21,-0.38,-0.17,-0.41,-0.89,
8.900,3667,0.7899,5.227,-1.64,6.32,-1.21,-0.38,-0.17,-0.41,-0.89,
8.900,3668,0.7899,5.217,-1.48,6.40,-1.21,-0.38,-0.17,-0.41,-0.89,
8.900,3669,0.7899,5.209,-1.37,6.46,-1.21,-0.38,-0.17,-0.41,-0.88,
8.900,3670,0.7899,5.176,-0.88,6.73,-1.21,-0.38,-0.17,-0.40,-0.88,
8.900,3671,0.7899,5.154,-0.56,6.91,-1.21,-0.38,-0.17,-0.40,-0.88,
8.900,3672,0.7899,5.136,-0.29,7.05,-1.21,-0.38,-0.17,-0.40,-0.88,
8.900,3673,0.7899,5.121,-0.07,7.17,-1.21,-0.38,-0.17,-0.40,-0.88,
8.900,3674,0.7899,5.105,0.16,7.29,-1.21,-0.37,-0.17,-0.40,-0.87,
8.900,3675,0.7899,5.093,0.34,7.39,-1.21,-0.37,-0.17,-0.40,-0.87,
8.900,3676,0.7899,5.081,0.51,7.48,-1.21,-0.37,-0.17,-0.40,-0.87,
8.900,3677,0.7900,5.069,0.68,7.58,-1.20,-0.37,-0.17,-0.40,-0.87,
8.900,3678,0.7900,5.058,0.85,7.67,-1.20,-0.37,-0.17,-0.40,-0.87,
8.900,3679,0.7900,5.046,1.02,7.76,-1.20,-0.37,-0.17,-0.39,-0.87,
8.800,3680,0.6000,3.585,7.80,8.88,1.15,1.38,0.89,1.74,2.66,
8.800,3681,0.6500,3.609,7.42,8.36,1.04,1.31,0.82,1.53,2.48,
8.800,3682,0.7000,3.633,7.05,7.79,0.96,1.21,0.76,1.38,2.23,
8.800,3683,0.7500,3.654,6.70,7.27,0.85,1.11,0.68,1.24,2.01,
8.800,3684,0.8000,3.676,6.35,6.77,0.72,1.02,0.60,1.11,1.81,
8.800,3685,0.8500,3.696,6.03,6.33,0.59,0.93,0.53,1.00,1.62,
8.800,3686,0.9000,3.716,5.71,5.92,0.46,0.86,0.48,0.90,1.45,
8.800,3687,0.9500,3.732,5.44,5.59,0.35,0.79,0.44,0.83,1.34,
8.800,3688,1.0000,3.747,5.16,5.27,0.24,0.73,0.41,0.77,1.23,
8.800,3689,1.0500,3.760,4.90,4.99,0.16,0.68,0.38,0.73,1.15,
8.800,3690,1.1000,3.772,4.64,4.70,0.10,0.63,0.36,0.69,1.07,
8.800,3691,1.1500,3.786,4.34,4.38,0.04,0.58,0.34,0.64,0.98,
8.800,3692,1.2000,3.798,4.07,4.09,-0.01,0.53,0.31,0.60,0.91,
8.800,3693,1.2500,3.808,3.85,3.86,-0.03,0.50,0.30,0.57,0.86,
8.800,3694,1.3000,3.817,3.63,3.63,-0.05,0.46,0.28,0.54,0.80,
8.800,3695,1.3500,3.826,3.45,3.44,-0.06,0.43,0.26,0.50,0.74,
8.800,3696,1.4000,3.836,3.26,3.25,-0.06,0.40,0.24,0.47,0.69,
8.800,3697,1.4500,3.844,3.08,3.07,-0.06,0.37,0.23,0.44,0.64,
8.800,3698,1.5000,3.853,2.89,2.88,-0.06,0.34,0.21,0.41,0.59,
8.800,3699,1.5500,3.862,2.73,2.70,-0.05,0.31,0.19,0.37,0.53,
8.800,3700,1.6000,3.871,2.56,2.53,-0.02,0.28,0.17,0.33,0.47,
8.800,3701,1.6500,3.880,2.41,2.37,0.00,0.26,0.15,0.29,0.42,
8.800,3702,1.7000,3.888,2.25,2.21,0.02,0.23,0.13,0.25,0.37,
8.800,3703,1.8000,3.903,1.96,1.93,0.06,0.19,0.10,0.19,0.28,
8.800,3704,1.9000,3.912,1.68,1.65,0.08,0.15,0.08,0.15,0.23,
8.800,3705,2.0000,3.917,1.41,1.39,0.09,0.13,0.07,0.13,0.19,
8.800,3706,2.1000,3.917,1.16,1.13,0.09,0.12,0.07,0.12,0.19,
8.800,3707,2.2000,3.911,0.90,0.86,0.10,0.14,0.08,0.14,0.22,
8.800,3708,2.3000,3.897,0.67,0.62,0.10,0.17,0.09,0.18,0.29,
8.800,3709,2.3924,3.876,0.44,0.38,0.10,0.23,0.14,0.26,0.40,
8.800,3710,2.4078,3.900,0.28,0.23,0.12,0.15,0.09,0.17,0.27,
8.800,3711,2.4106,3.922,0.17,0.15,0.10,0.09,0.05,0.10,0.16,
8.800,3712,2.4114,3.940,0.06,0.08,0.06,0.05,0.03,0.05,0.09,
8.800,3713,2.4117,3.919,0.22,0.19,0.11,0.09,0.06,0.10,0.17,
8.800,3714,2.4122,3.894,0.15,0.09,0.13,0.16,0.09,0.18,0.30,
8.800,3715,2.4129,3.871,0.13,0.06,0.11,0.23,0.14,0.27,0.43,
8.800,3716,2.4139,3.849,0.14,0.09,0.07,0.32,0.20,0.38,0.57,
8.800,3717,2.4149,3.828,0.17,0.14,0.04,0.40,0.25,0.47,0.71,
8.800,3718,2.4159,3.807,0.21,0.20,0.06,0.48,0.29,0.55,0.84,
8.800,3719,2.4172,3.781,0.30,0.32,0.12,0.59,0.34,0.65,1.00,
8.800,3720,2.4183,3.760,0.43,0.50,0.21,0.68,0.38,0.73,1.14,
8.800,3721,2.4193,3.739,0.62,0.73,0.33,0.77,0.42,0.81,1.28,
8.800,3722,2.4201,3.723,0.79,0.95,0.44,0.85,0.45,0.87,1.39,
8.800,3723,2.4208,3.710,0.87,1.08,0.53,0.91,0.48,0.92,1.49,
8.800,3724,2.4222,3.695,0.70,0.98,0.66,0.98,0.52,0.98,1.61,
8.800,3725,2.4232,3.689,0.52,0.83,0.72,1.00,0.53,1.00,1.66,
8.800,3726,2.4240,3.686,0.37,0.70,0.75,1.02,0.54,1.02,1.69,
8.800,3727,2.4248,3.682,0.21,0.56,0.79,1.04,0.55,1.04,1.72,
8.800,3728,2.4256,3.678,0.05,0.42,0.83,1.06,0.56,1.06,1.75,
8.800,3729,2.4264,3.674,-0.11,0.28,0.88,1.08,0.57,1.08,1.79,
8.800,3730,2.4272,3.670,-0.28,0.14,0.92,1.10,0.58,1.10,1.83,
8.800,3731,2.4280,3.666,-0.44,0.00,0.96,1.13,0.59,1.11,1.86,
8.800,3732,2.4288,3.662,-0.62,-0.14,1.01,1.15,0.60,1.13,1.90,
8.800,3733,2.4296,3.655,-0.80,-0.29,1.07,1.18,0.62,1.16,1.96,
8.800,3734,2.4304,3.650,-0.99,-0.44,1.14,1.21,0.63,1.19,2.01,
8.800,3735,2.4310,3.646,-1.14,-0.56,1.18,1.23,0.64,1.22,2.05,
8.800,3736,2.4318,3.640,-1.34,-0.71,1.26,1.27,0.67,1.25,2.12,
8.800,3737,2.4326,3.634,-1.51,-0.83,1.34,1.30,0.69,1.29,2.17,
8.800,3738,2.4326,3.634,-1.51,-0.84,1.34,1.30,0.69,1.29,2.17,
8.800,3739,2.4329,3.639,-1.36,-0.73,1.27,1.27,0.67,1.26,2.12,
8.800,3740,2.4333,3.645,-1.17,-0.59,1.20,1.24,0.65,1.22,2.06,
8.800,3741,2.4337,3.651,-0.95,-0.42,1.12,1.20,0.63,1.18,2.00,
8.800,3742,2.4339,3.656,-0.79,-0.29,1.06,1.18,0.61,1.16,1.95,
8.800,3743,2.4343,3.662,-0.61,-0.14,1.01,1.15,0.60,1.13,1.90,
8.800,3744,2.4348,3.667,-0.44,0.00,0.95,1.12,0.59,1.11,1.85,
8.800,3745,2.4354,3.672,-0.26,0.14,0.90,1.10,0.58,1.09,1.81,
8.800,3746,2.4360,3.676,-0.11,0.27,0.86,1.07,0.56,1.07,1.77,
8.800,3747,2.4368,3.680,0.05,0.41,0.81,1.05,0.55,1.04,1.73,
8.800,3748,2.4379,3.685,0.21,0.54,0.77,1.03,0.54,1.02,1.70,
8.800,3749,2.4401,3.690,0.38,0.69,0.71,1.00,0.53,1.00,1.65,
8.800,3750,2.4436,3.695,0.52,0.80,0.66,0.98,0.52,0.98,1.61,
8.800,3751,2.4936,3.695,0.36,0.64,0.67,0.98,0.52,0.98,1.61,
8.800,3752,2.5436,3.694,0.19,0.48,0.68,0.99,0.52,0.98,1.62,
8.800,3753,2.5936,3.693,0.02,0.31,0.70,0.99,0.52,0.99,1.63,
8.800,3754,2.6336,3.691,-0.14,0.16,0.72,1.00,0.53,1.00,1.64,
8.800,3755,2.6686,3.687,-0.31,0.01,0.76,1.02,0.54,1.01,1.68,
8.800,3756,2.6936,3.679,-0.54,-0.18,0.84,1.07,0.56,1.05,1.74,
8.800,3757,2.6986,3.650,-1.35,-0.81,1.15,1.21,0.63,1.19,2.01,
8.800,3758,2.6987,3.648,-1.47,-0.91,1.19,1.23,0.64,1.21,2.04,
8.800,3759,2.6990,3.652,-1.30,-0.78,1.13,1.20,0.62,1.17,1.99,
8.800,3760,2.7043,3.648,-1.47,-0.90,1.18,1.23,0.64,1.21,2.04,
8.800,3761,2.7053,3.642,-1.63,-1.02,1.25,1.26,0.66,1.24,2.09,
8.800,3762,2.7061,3.637,-1.79,-1.14,1.32,1.29,0.68,1.27,2.14,
8.800,3763,2.7067,3.632,-1.94,-1.25,1.39,1.32,0.69,1.30,2.19,
8.800,3764,2.7073,3.626,-2.13,-1.38,1.47,1.36,0.71,1.34,2.26,
8.800,3765,2.7078,3.620,-2.31,-1.50,1.54,1.39,0.73,1.38,2.33,
8.800,3766,2.7082,3.614,-2.48,-1.61,1.61,1.43,0.76,1.42,2.40,
8.800,3767,2.7086,3.607,-2.68,-1.75,1.69,1.47,0.78,1.47,2.49,
8.800,3768,2.7089,3.600,-2.89,-1.89,1.74,1.50,0.81,1.52,2.57,
8.800,3769,2.7091,3.592,-3.07,-1.98,1.77,1.53,0.83,1.62,2.67,
8.800,3770,2.7093,3.582,-3.29,-2.11,1.80,1.55,0.86,1.71,2.78,
8.800,3771,2.7095,3.573,-3.52,-2.25,1.82,1.56,0.89,1.81,2.89,
8.800,3772,2.7097,3.562,-3.74,-2.20,1.82,1.57,0.96,2.04,3.17,
8.800,3773,2.7099,3.553,-3.93,-2.17,1.81,1.58,1.02,2.22,3.40,
8.800,3774,2.7101,3.544,-4.11,-2.15,1.80,1.59,1.08,2.40,3.61,
8.800,3775,2.7102,3.535,-4.29,-1.97,1.70,1.60,1.16,2.61,4.01,
8.800,3776,2.7105,3.527,-4.45,-1.83,1.62,1.60,1.22,2.79,4.33,
8.800,3777,2.7108,3.520,-4.60,-1.69,1.54,1.61,1.28,2.96,4.65,
8.800,3778,2.7111,3.513,-4.75,-1.54,1.46,1.61,1.35,3.14,4.98,
8.800,3779,2.7114,3.505,-4.90,-1.52,1.44,1.61,1.37,3.26,5.18,
8.800,3780,2.7117,3.497,-5.06,-1.50,1.42,1.61,1.38,3.38,5.37,
8.800,3781,2.7120,3.490,-5.21,-1.48,1.41,1.61,1.40,3.50,5.57,
8.800,3782,2.7123,3.482,-5.36,-1.45,1.39,1.62,1.42,3.62,5.77,
8.800,3783,2.7126,3.474,-5.52,-1.42,1.38,1.62,1.43,3.75,5.97,
8.800,3784,2.7129,3.465,-5.67,-1.38,1.36,1.62,1.45,3.88,6.19,
8.800,3785,2.7132,3.456,-5.82,-1.32,1.35,1.62,1.48,4.03,6.44,
8.800,3786,2.7134,3.448,-5.92,-1.24,1.33,1.62,1.49,4.16,6.64,
8.800,3787,0.8356,3.700,-5.83,-5.58,0.99,1.10,0.54,1.00,1.59,
8.800,3788,0.8356,4.006,-5.83,-5.53,-0.31,-0.06,0.01,0.00,-0.07,
8.800,3789,0.8356,4.312,-5.83,-3.88,-0.89,-0.22,-0.09,-0.22,-0.52,
8.800,3790,0.8356,4.568,-5.83,-2.44,-1.12,-0.30,-0.14,-0.32,-0.74,
8.800,3791,0.8356,4.798,-5.83,-0.81,-1.17,-0.34,-0.15,-0.36,-0.80,
8.800,3792,0.8356,4.990,-5.82,0.53,-1.20,-0.37,-0.17,-0.39,-0.86,
8.800,3793,0.8356,5.103,-5.82,1.30,-1.21,-0.37,-0.17,-0.40,-0.87,
8.800,3794,0.8356,5.211,-5.80,2.05,-1.21,-0.38,-0.17,-0.41,-0.88,
8.800,3795,0.8356,5.307,-5.75,2.73,-1.22,-0.38,-0.18,-0.41,-0.90,
8.800,3796,0.8356,5.401,-5.48,3.63,-1.22,-0.39,-0.18,-0.42,-0.91,
8.800,3797,0.8356,5.450,-4.73,4.71,-1.23,-0.39,-0.18,-0.43,-0.91,
8.800,3798,0.8356,5.439,-4.55,4.82,-1.23,-0.39,-0.18,-0.43,-0.91,
8.800,3799,0.8356,5.429,-4.37,4.93,-1.23,-0.39,-0.18,-0.42,-0.91,
8.800,3800,0.8356,5.419,-4.20,5.04,-1.23,-0.39,-0.18,-0.42,-0.91,
8.800,3801,0.8356,5.409,-4.02,5.15,-1.23,-0.39,-0.18,-0.42,-0.91,
8.800,3802,0.8356,5.399,-3.84,5.26,-1.22,-0.39,-0.18,-0.42,-0.91,
8.800,3803,0.8356,5.389,-3.67,5.37,-1.22,-0.39,-0.18,-0.42,-0.91,
8.800,3804,0.8356,5.379,-3.49,5.48,-1.22,-0.38,-0.18,-0.42,-0.90,
8.800,3805,0.8356,5.369,-3.31,5.59,-1.22,-0.38,-0.18,-0.42,-0.90,
8.800,3806,0.8356,5.359,-3.13,5.70,-1.22,-0.38,-0.18,-0.42,-0.90,
8.800,3807,0.8356,5.348,-2.96,5.81,-1.22,-0.38,-0.18,-0.42,-0.90,
8.800,3808,0.8356,5.338,-2.78,5.92,-1.22,-0.38,-0.18,-0.42,-0.90,
8.800,3809,0.8356,5.328,-2.61,6.02,-1.22,-0.38,-0.18,-0.42,-0.90,
8.800,3810,0.8356,5.317,-2.45,6.11,-1.22,-0.38,-0.18,-0.41,-0.90,
8.800,3811,0.8356,5.304,-2.29,6.18,-1.22,-0.38,-0.18,-0.41,-0.90,
8.800,3812,0.8356,5.292,-2.13,6.26,-1.22,-0.38,-0.18,-0.41,-0.89,
8.800,3813,0.8356,5.281,-1.98,6.33,-1.22,-0.38,-0.18,-0.41,-0.89,
8.800,3814,0.8357,5.270,-1.83,6.41,-1.22,-0.38,-0.17,-0.41,-0.89,
8.800,3815,0.8357,5.258,-1.65,6.51,-1.22,-0.38,-0.17,-0.41,-0.89,
8.800,3816,0.8357,5.247,-1.50,6.59,-1.22,-0.38,-0.17,-0.41,-0.89,
8.800,3817,0.8357,5.246,-1.48,6.60,-1.22,-0.38,-0.17,-0.41,-0.89,
8.800,3818,0.8357,5.215,-1.04,6.83,-1.21,-0.38,-0.17,-0.41,-0.89,
8.800,3819,0.8357,5.192,-0.72,7.00,-1.21,-0.38,-0.17,-0.41,-0.88,
8.800,3820,0.8357,5.173,-0.44,7.14,-1.21,-0.38,-0.17,-0.40,-0.88,
8.800,3821,0.8357,5.155,-0.20,7.27,-1.21,-0.38,-0.17,-0.40,-0.88,
8.800,3822,0.8357,5.138,0.05,7.40,-1.21,-0.38,-0.17,-0.40,-0.88,
8.800,3823,0.8357,5.123,0.25,7.51,-1.21,-0.38,-0.17,-0.40,-0.88,
8.800,3824,0.8357,5.110,0.45,7.61,-1.21,-0.37,-0.17,-0.40,-0.87,
8.800,3825,0.8357,5.097,0.64,7.72,-1.21,-0.37,-0.17,-0.40,-0.87,
8.800,3826,0.8357,5.083,0.83,7.82,-1.21,-0.37,-0.17,-0.40,-0.87,
8.800,3827,0.8357,5.070,1.02,7.92,-1.20,-0.37,-0.17,-0.40,-0.87,
8.800,3828,0.8357,5.070,1.02,7.92,-1.20,-0.37,-0.17,-0.40,-0.87,
8.700,3829,0.6000,3.585,7.80,8.88,1.15,1.38,0.89,1.74,2.66,
8.700,3830,0.6500,3.609,7.43,8.37,1.04,1.31,0.82,1.53,2.49,
8.700,3831,0.7000,3.633,7.05,7.79,0.96,1.21,0.76,1.38,2.23,
8.700,3832,0.7500,3.654,6.70,7.28,0.86,1.11,0.68,1.24,2.01,
8.700,3833,0.8000,3.675,6.35,6.78,0.72,1.02,0.60,1.12,1.81,
8.700,3834,0.8500,3.696,6.04,6.34,0.59,0.93,0.54,1.00,1.62,
8.700,3835,0.9000,3.716,5.72,5.93,0.46,0.86,0.48,0.90,1.46,
8.700,3836,0.9500,3.731,5.45,5.60,0.35,0.80,0.44,0.84,1.34,
8.700,3837,1.0000,3.747,5.17,5.28,0.25,0.73,0.41,0.78,1.24,
8.700,3838,1.0500,3.759,4.92,5.00,0.17,0.68,0.38,0.73,1.16,
8.700,3839,1.1000,3.771,4.67,4.73,0.10,0.63,0.36,0.69,1.07,
8.700,3840,1.1500,3.785,4.37,4.40,0.04,0.58,0.34,0.65,0.99,
8.700,3841,1.2000,3.798,4.09,4.11,-0.01,0.53,0.31,0.60,0.91,
8.700,3842,1.2500,3.808,3.87,3.88,-0.03,0.50,0.30,0.57,0.86,
8.700,3843,1.3000,3.817,3.65,3.65,-0.05,0.46,0.28,0.54,0.80,
8.700,3844,1.3500,3.827,3.47,3.47,-0.06,0.43,0.26,0.50,0.74,
8.700,3845,1.4000,3.836,3.29,3.28,-0.06,0.40,0.24,0.47,0.69,
8.700,3846,1.4500,3.845,3.11,3.09,-0.07,0.37,0.22,0.44,0.64,
8.700,3847,1.5000,3.854,2.92,2.90,-0.06,0.34,0.21,0.40,0.58,
8.700,3848,1.5500,3.864,2.76,2.73,-0.05,0.31,0.18,0.36,0.52,
8.700,3849,1.6000,3.874,2.60,2.56,-0.01,0.28,0.16,0.31,0.45,
8.700,3850,1.6500,3.884,2.44,2.41,0.00,0.25,0.14,0.27,0.40,
8.700,3851,1.7000,3.893,2.29,2.26,0.02,0.22,0.12,0.23,0.34,
8.700,3852,1.8000,3.909,2.01,1.98,0.06,0.17,0.09,0.17,0.25,
8.700,3853,1.9000,3.922,1.74,1.73,0.07,0.13,0.06,0.12,0.18,
8.700,3854,2.0000,3.931,1.48,1.49,0.07,0.10,0.05,0.09,0.13,
8.700,3855,2.1000,3.938,1.23,1.25,0.06,0.08,0.04,0.07,0.10,
8.700,3856,2.2000,3.943,0.98,1.01,0.06,0.07,0.03,0.06,0.09,
8.700,3857,2.3000,3.944,0.75,0.79,0.06,0.06,0.03,0.05,0.08,
8.700,3858,2.4000,3.939,0.52,0.54,0.07,0.06,0.03,0.06,0.10,
8.700,3859,2.5000,3.926,0.29,0.28,0.09,0.08,0.05,0.09,0.15,
8.700,3860,2.6000,3.905,0.08,0.03,0.12,0.13,0.08,0.14,0.24,
8.700,3861,2.6146,3.904,0.04,-0.02,0.12,0.13,0.08,0.15,0.25,
8.700,3862,2.6325,3.928,-0.12,-0.13,0.09,0.07,0.04,0.08,0.14,
8.700,3863,2.6357,3.950,-0.23,-0.18,0.04,0.02,0.02,0.03,0.05,
8.700,3864,2.6365,3.968,-0.33,-0.21,-0.01,-0.01,0.00,0.00,0.00,
8.700,3865,2.6369,3.945,-0.18,-0.14,0.05,0.03,0.02,0.04,0.07,
8.700,3866,2.6374,3.921,-0.24,-0.26,0.11,0.08,0.05,0.09,0.16,
8.700,3867,2.6381,3.899,-0.26,-0.33,0.13,0.13,0.08,0.16,0.26,
8.700,3868,2.6383,3.894,-0.27,-0.33,0.13,0.14,0.09,0.17,0.29,
8.700,3869,2.6393,3.871,-0.25,-0.33,0.12,0.23,0.14,0.27,0.42,
8.700,3870,2.6403,3.849,-0.23,-0.29,0.09,0.31,0.19,0.37,0.56,
8.700,3871,2.6413,3.825,-0.19,-0.22,0.05,0.41,0.25,0.48,0.73,
8.700,3872,2.6422,3.803,-0.14,-0.14,0.07,0.49,0.29,0.57,0.86,
8.700,3873,2.6432,3.777,-0.04,-0.01,0.13,0.60,0.34,0.66,1.02,
8.700,3874,2.6441,3.755,0.09,0.17,0.24,0.70,0.39,0.75,1.17,
8.700,3875,2.6449,3.736,0.27,0.39,0.35,0.79,0.43,0.82,1.30,
8.700,3876,2.6457,3.718,0.44,0.63,0.48,0.87,0.47,0.89,1.43,
8.700,3877,2.6462,3.707,0.49,0.72,0.56,0.92,0.49,0.93,1.51,
8.700,3878,2.6474,3.692,0.32,0.62,0.69,0.99,0.52,0.99,1.63,
